id,token0_id,token0_name,token0_symbol,token1_id,token1_name,token1_symbol,txCount,volumeUSD
0x0c1d3e788723c2dfa0ded94e2023ca740b7193e0,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,0xe5a71fa246fd0763a2078750f602406de674b3e4,Alex ,KKOVA,0,0
0x0c1e7feb86cfec186baa99dfb15996e35fb5656a,0x6cf8e39252bee00d168bd25bdf5834347d78e346,choise.com Token,CHO,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,18,66.68815686287861222122430441540346
0x0c1eb3ced2dd2dceacaa025d2c8853785f698680,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,0xee7fe8ef17ad3b2de26f59ca728ac39e8e74a290,Rofcoin,RFC,4,1.803629584280800956524955662360798
0x0c1fd76acc0f31d4c37f8600be523df5eb874718,0x16802fe42492c7ec00974b93785a376e53e800bc,sbdig,bieugr,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,0,0
0x0c20cbaf5ddbf3f8ccb7c259d0adc7d811fc2342,0x85a594c5d26d8f3f73f89c16a961b7c5107bff9b,wolfimencoin,wfc,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,0,0
0x0c213ab2d2940cde1d8b5a0a90ae73663fd19d2a,0x429e354e3f13046720e02528279c16df9f6fec44,TestToken,TTCOIN,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,3,0.000001397042162707847097305203176873857
0x0c224106e477b649779372384ef053acc25d153b,0xb7a70aa9b77889ab30d6ba2b21ff44e2dd7d9dfd,Bitcoin 2.0,BTC2.0,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,15,187.137638847233171645971268579483
0x0c22f3b0a0ad102385f28aea60bb02d8eaad99cf,0x890e6290ec8a9d2135c42f0a8aa522230ae8f96a,micegamer,MGM,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,6,5.438968235443722578343294345848189
0x0c244575b41e9aca48a97880431f120d2645581b,0x55d398326f99059ff775485246999027b3197955,Tether USD,USDT,0xa98ff6b0063f2f1107d49911d1f0cc4fda33dbe1,Silly Goose Meme Coin,Silly Goose,3,0.8505084312849505587363640911960275
0x0c24923b767fa149a25144ec74394012e42d8b7f,0x55d398326f99059ff775485246999027b3197955,Tether USD,USDT,0xc3c6118f24790b758d6a8e195980f48eab1c0571,Angel 2.0,Angel 2.0,9,0.9031717278444186371810103179137815
